央视,#genre#
湖北卫视,http://nas.tuyuannet.cn:8800/rtp/239.37.0.40:5540

湖北卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.016:5540

湖北卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.040:5540

湖北卫视,http://180.212.166.88:4022/udp/239.5.1.20:5000

湖北卫视,http://xuys.top:8888/udp/225.1.1.36:5002

湖北卫视,http://xuys.top:8888/udp/225.1.1.147:5002

湖北卫视,http://wsd.saj-web.top:4000/udp/225.1.1.36:5002

湖北卫视,http://wsd.saj-web.top:4000/udp/225.1.1.147:5002

湖北卫视,http://www.hhkb.site:5002/udp/225.1.1.36:5002

湖北卫视,http://www.hhkb.site:5002/udp/225.1.1.147:5002

湖北卫视,http://sun.woisun.com:5555/udp/225.1.1.36:5002

湖北卫视,http://sun.woisun.com:5555/udp/225.1.1.147:5002

湖北卫视,http://ikuai.xushining.com:50000/udp/225.1.1.36:5002

湖北卫视,http://ikuai.xushining.com:50000/udp/225.1.1.147:5002

湖北卫视,http://blc.zmychn.cn:4000/udp/225.1.1.36:5002

湖北卫视,http://blc.zmychn.cn:4000/udp/225.1.1.147:5002

湖北卫视,http://qingcheng.pro:7890/udp/238.125.1.10:5140

湖北卫视,http://qingcheng.pro:7890/udp/238.125.5.10:5140

湖北卫视,http://office.gofaraway.top:888/udp/238.125.1.10:5140

湖北卫视,http://office.gofaraway.top:888/udp/238.125.5.10:5140

湖北卫视,http://desk.inote.live:7000/rtp/239.112.205.36:5140

湖北卫视,http://desk.inote.live:7000/rtp/239.112.205.69:5140

湖北卫视,http://hy.baojihzjc.com:9001/rtp/239.112.205.36:5140

湖北卫视,http://hy.baojihzjc.com:9001/rtp/239.112.205.69:5140

湖北卫视,http://pan.inote.live:7000/rtp/239.112.205.36:5140

湖北卫视,http://pan.inote.live:7000/rtp/239.112.205.69:5140

湖北卫视,http://220.174.33.179:8888/rtp/239.253.64.33:5140

湖北卫视,http://220.174.33.179:8888/rtp/239.253.64.207:5140

湖北卫视,http://piero96.x3322.net:554/udp/239.253.64.207:5140

湖北卫视,http://piero96.x3322.net:554/udp/239.253.64.33:5140
天津卫视,http://sgl.vpsyun.cc:4000/udp/239.253.238.89:8000

天津卫视,http://vpn.1023.ltd:8888/udp/239.253.224.89:8000

天津卫视,http://221.1.143.246:9998/udp/239.253.250.89:8000

天津卫视,http://www.cjtt.love:9307/rtp/239.253.250.89:8000

天津卫视,http://www.sd966.cn:12314/rtp/239.253.252.89:8000

天津卫视,http://router.bingyu.in:40000/rtp/239.253.252.89:8000

天津卫视,http://ty.19911013.top:8888/rtp/239.253.230.89:8000

天津卫视,http://wh.bh3bbb.com:40000/rtp/239.253.230.89:8000

天津卫视,http://xuweihome.asuscomm.com:3333/rtp/239.253.230.89:8000

天津卫视,http://h.moying.work:8999/rtp/239.253.232.89:8000

天津卫视,http://wuqianmu.synology.me:4000/udp/232.0.0.125:1234

天津卫视,http://home.ofme.cn:8888/udp/232.0.0.125:1234

天津卫视,http://gang.pecmd.cn:6000/udp/232.0.0.125:1234

天津卫视,http://rt4.orangevip.top:8999/udp/232.0.0.125:1234

天津卫视,http://kui123.asuscomm.com:4022/udp/232.0.0.125:1234

天津卫视,http://kui.i234.me:4022/udp/232.0.0.125:1234

天津卫视,http://lt.wuqianmu.cn:4000/udp/232.0.0.125:1234

天津卫视,http://dlttyxgx.x3322.net:4000/udp/232.0.0.81:8572

天津卫视,http://dlttyxgx.x3322.net:4000/udp/232.0.0.131:9106

天津卫视,http://c.qrj.ink:8099/udp/232.0.0.81:8572

天津卫视,http://c.qrj.ink:8099/udp/232.0.0.131:9106

天津卫视,http://jd.sy012.com:4000/udp/232.0.0.81:8572

天津卫视,http://jd.sy012.com:4000/udp/232.0.0.131:9106

天津卫视,http://szxhe.cn:8888/udp/232.0.0.81:8572

天津卫视,http://szxhe.cn:8888/udp/232.0.0.131:9106

天津卫视,http://www.szxhe.cn:8888/udp/232.0.0.81:8572

天津卫视,http://www.szxhe.cn:8888/udp/232.0.0.131:9106

天津卫视,http://cd.sy012.com:4000/udp/232.0.0.81:8572

天津卫视,http://cd.sy012.com:4000/udp/232.0.0.131:9106
天津卫视,http://175.160.11.217:8899/udp/239.33.3.22:22780

天津卫视,http://j4125.hanzy888.top:8899/rtp/239.33.3.22:22780

天津卫视,http://chucy.3322.org:4000/udp/239.21.1.22:5002

天津卫视,http://chucy.3322.org:4000/udp/239.21.1.165:5002

天津卫视,http://iptv.huaz.site:4000/udp/239.21.1.22:5002

天津卫视,http://iptv.huaz.site:4000/udp/239.21.1.165:5002

天津卫视,http://suntao.asia:18888/udp/239.21.1.22:5002

天津卫视,http://suntao.asia:18888/udp/239.21.1.165:5002

天津卫视,http://sunny2017.forver.one:4022/udp/239.21.1.22:5002

天津卫视,http://sunny2017.forver.one:4022/udp/239.21.1.165:5002

天津卫视,http://www.lancemao.top:8686/udp/239.21.1.22:5002

天津卫视,http://www.lancemao.top:8686/udp/239.21.1.165:5002

天津卫视,http://linshuboy.cn:48888/udp/239.253.242.89:8000

天津卫视,http://www.linshuboy.cn:48888/udp/239.253.242.89:8000

天津卫视,http://bingujie.jiaoyutao.icu:6060/udp/239.253.242.89:8000

天津卫视,http://tg520.top:8079/udp/239.253.242.89:8000

天津卫视,http://sddz.picp.net:4000/udp/239.253.242.89:8000

天津卫视,http://hotpi.live-on.net:4000/udp/239.253.242.89:8000

天津卫视,http://www.dongge2335.cn:8088/udp/239.253.242.89:8000

天津卫视,http://lnwy.com:8022/udp/239.253.242.89:8000

天津卫视,http://xyby1.dynv6.net:1234/rtp/239.253.240.34:8000

天津卫视,http://xyby1.dynv6.net:1234/rtp/239.253.240.89:8000

天津卫视,http://wangxl.eu.org:4022/udp/239.253.254.89:8000

天津卫视,http://annaxi.lw-home.com:11111/udp/239.253.254.89:8000

天津卫视,http://zhaozh.info:4022/udp/239.253.254.89:8000

天津卫视,http://annaxi.yifinal.com:11111/udp/239.253.254.89:8000

天津卫视,http://39.86.251.222:8888/udp/239.253.248.89:8000

天津卫视,http://39.73.149.69:7000/udp/239.253.248.89:8000

天津卫视,http://27.198.11.62:10000/udp/239.253.244.89:8000

天津卫视,http://op.iakin.cn:8888/udp/239.253.244.89:8000

天津卫视,http://everxin.myds.me:4000/udp/239.253.246.89:8000

天津卫视,http://a.chufan.cc:4001/udp/239.253.246.89:8000

天津卫视,http://lovegfs.top:8000/udp/239.120.1.233:9514

天津卫视,http://lovegfs.top:8000/udp/239.120.2.196:5141

天津卫视,http://220.175.145.147:9000/rtp/239.252.219.187:5140

天津卫视,http://220.175.145.147:9000/rtp/239.252.220.61:5140

天津卫视,http://gzly.hkychina.com:6002/udp/239.252.220.61:5140

天津卫视,http://gzly.softether.net:6005/udp/239.252.219.187:5140

天津卫视,http://gzly.softether.net:6005/udp/239.252.220.61:5140

天津卫视,http://louis000.x3322.net:5555/udp/239.49.0.62:8488

天津卫视,http://louis000.x3322.net:5555/udp/239.49.8.35:8620

天津卫视,http://ilove.f3322.org:8888/udp/239.49.0.62:8488

天津卫视,http://ilove.f3322.org:8888/udp/239.49.8.35:8620

天津卫视,http://kouki.pro:8888/udp/239.49.0.62:8488

天津卫视,http://kouki.pro:8888/udp/239.49.8.35:8620

天津卫视,http://yxnas2003.cn:8888/udp/239.49.0.62:8488

天津卫视,http://yxnas2003.cn:8888/udp/239.49.8.35:8620

天津卫视,http://www.jiaocj.xyz:4000/udp/239.49.0.62:8488

天津卫视,http://www.jiaocj.xyz:4000/udp/239.49.8.35:8620

天津卫视,http://nas.color-cc.com:4000/udp/239.49.0.62:8488

天津卫视,http://nas.color-cc.com:4000/udp/239.49.8.35:8620

天津卫视,http://sz.seala.uk:4022/udp/239.49.0.62:8488

天津卫视,http://sz.seala.uk:4022/udp/239.49.8.35:8620

天津卫视,http://www.ksjgj.cn:8888/udp/239.49.0.62:8488

天津卫视,http://www.ksjgj.cn:8888/udp/239.49.8.35:8620

天津卫视,http://www.shizhan.love:8848/udp/239.49.0.62:8488

天津卫视,http://www.shizhan.love:8848/udp/239.49.8.35:8620

天津卫视,http://www.aiti2199.top:8066/udp/239.49.0.62:8488

天津卫视,http://www.aiti2199.top:8066/udp/239.49.8.35:8620

天津卫视,http://edc.dsmv.top:7777/udp/239.49.0.62:8488

天津卫视,http://edc.dsmv.top:7777/udp/239.49.8.35:8620

天津卫视,http://www.sunos.cc:7777/udp/239.49.0.62:8488

天津卫视,http://www.sunos.cc:7777/udp/239.49.8.35:8620

天津卫视,http://biji.sync9.com:8800/udp/239.49.0.62:8488

天津卫视,http://biji.sync9.com:8800/udp/239.49.8.35:8620

天津卫视,http://openwrt.sync9.com:8800/udp/239.49.0.62:8488

天津卫视,http://openwrt.sync9.com:8800/udp/239.49.8.35:8620

天津卫视,http://www.zhantong.tech:8800/udp/239.49.0.62:8488

天津卫视,http://www.zhantong.tech:8800/udp/239.49.8.35:8620

天津卫视,http://222.241.211.36:10010/udp/239.86.1.71:1234

天津卫视,http://222.241.211.181:10010/udp/239.86.1.71:1234

天津卫视,http://mi4.xyz:8888/udp/239.76.253.185:9000

天津卫视,http://mi4.xyz:8888/udp/239.76.251.92:9000

天津卫视,http://mi4.xyz:8888/udp/239.76.246.185:1234

天津卫视,http://www.tk1986.top:8888/udp/239.76.253.185:9000

天津卫视,http://www.tk1986.top:8888/udp/239.76.251.92:9000

天津卫视,http://www.tk1986.top:8888/udp/239.76.246.185:1234

天津卫视,http://do.dsp.mp.mi4.xyz:8888/udp/239.76.253.185:9000

天津卫视,http://do.dsp.mp.mi4.xyz:8888/udp/239.76.251.92:9000

天津卫视,http://do.dsp.mp.mi4.xyz:8888/udp/239.76.246.185:1234

天津卫视,http://lede.medahl.com:10098/udp/239.76.253.185:9000

天津卫视,http://lede.medahl.com:10098/udp/239.76.251.92:9000

天津卫视,http://lede.medahl.com:10098/udp/239.76.246.185:1234

天津卫视,http://www.hn-valve.com:8888/udp/239.76.253.185:9000

天津卫视,http://www.hn-valve.com:8888/udp/239.76.251.92:9000

天津卫视,http://www.hn-valve.com:8888/udp/239.76.246.185:1234

天津卫视,http://hcf1314.synology.me:4022/udp/238.1.78.20:6088

天津卫视,http://hcf1314.synology.me:4022/udp/238.1.78.91:6600

天津卫视,http://ly.thzhub.top:5555/udp/238.1.78.20:6088

天津卫视,http://ly.thzhub.top:5555/udp/238.1.78.91:6600

天津卫视,http://www.191919.xyz:8888/udp/238.1.78.20:6088

天津卫视,http://www.191919.xyz:8888/udp/238.1.78.91:6600

天津卫视,http://1.196.154.46:2002/udp/239.16.20.96:10960

天津卫视,http://1.196.154.46:2002/udp/239.16.10.30:2000

天津卫视,http://ik6.iptv8.net:8888/udp/225.1.4.86:1115

天津卫视,http://ik6.iptv8.net:8888/udp/225.1.4.24:1053

天津卫视,http://xingyang.net.cn:4000/udp/225.1.4.86:1115

天津卫视,http://xingyang.net.cn:4000/udp/225.1.4.24:1053

天津卫视,http://y.vlanl.com:4022/rtp/225.1.4.86:1115

天津卫视,http://y.vlanl.com:4022/rtp/225.1.4.24:1053

天津卫视,http://www.91dos.cn:4022/udp/239.61.5.67:1025

天津卫视,http://www.91dos.cn:4022/udp/239.61.2.180:9068

天津卫视,http://e3.woc.iiiya.cn:8888/udp/239.61.5.67:1025

天津卫视,http://e3.woc.iiiya.cn:8888/udp/239.61.2.180:9068

天津卫视,http://e2.woc.iiiya.cn:8888/udp/239.61.5.67:1025

天津卫视,http://e2.woc.iiiya.cn:8888/udp/239.61.2.180:9068

天津卫视,http://175.43.106.84:4022/udp/239.61.5.67:1025

天津卫视,http://175.43.106.84:4022/udp/239.61.2.180:9068

天津卫视,http://zxl.icu:4022/rtp/239.253.92.91:8021

天津卫视,http://zxl.icu:4022/rtp/239.253.92.37:8127

天津卫视,http://pwd.unnas.top:4000/udp/239.253.92.91:8021

天津卫视,http://pwd.unnas.top:4000/udp/239.253.92.37:8127

天津卫视,http://60.2.190.206:4000/rtp/239.253.92.91:8021

天津卫视,http://60.2.190.206:4000/rtp/239.253.92.37:8127

天津卫视,http://itms.xznet.org:41097/rtp/239.254.200.54:1234

天津卫视,http://op.sev7.net:4022/rtp/239.254.200.54:1234

天津卫视,http://www.sjwyp.com:4022/rtp/239.254.200.54:1234

天津卫视,http://www.petzhu.top:7000/rtp/239.254.200.54:1234

天津卫视,http://mail.petzhu.top:7000/udp/239.254.200.54:1234

天津卫视,http://liuxiaobo.top:8888/rtp/239.69.1.68:10048

天津卫视,http://doityoume.x3322.net:5100/rtp/239.69.1.68:10048

天津卫视,http://doityoume.x3322.net:5100/rtp/239.254.96.29:8148

天津卫视,http://www.williamlovesally.com:8010/udp/228.0.0.120:6108

天津卫视,http://183.92.4.163:4000/rtp/228.0.0.120:6108

天津卫视,http://qx.kover.eu.org:60008/udp/239.81.0.113:4056

天津卫视,http://qx.kover.eu.org:60008/udp/239.81.0.50:4056

天津卫视,http://www.dsmcloud.top:8888/udp/239.81.0.113:4056

天津卫视,http://www.dsmcloud.top:8888/udp/239.81.0.50:4056

天津卫视,http://dl.lck.xyz:4000/udp/239.77.1.141:5146

天津卫视,http://dl.lck.xyz:4000/udp/239.77.1.182:5146

天津卫视,http://dl.lck.xyz:4000/udp/239.77.0.97:5146

天津卫视,http://dl.lck.xyz:4000/udp/239.77.0.131:5146

天津卫视,http://msa.mxsa.cc:4000/udp/239.77.1.141:5146

天津卫视,http://msa.mxsa.cc:4000/udp/239.77.1.182:5146

天津卫视,http://msa.mxsa.cc:4000/udp/239.77.0.97:5146

天津卫视,http://msa.mxsa.cc:4000/udp/239.77.0.131:5146

天津卫视,http://sa2.lck.xyz:4000/udp/239.77.1.141:5146

天津卫视,http://sa2.lck.xyz:4000/udp/239.77.1.182:5146

天津卫视,http://sa2.lck.xyz:4000/udp/239.77.0.97:5146

天津卫视,http://sa2.lck.xyz:4000/udp/239.77.0.131:5146

天津卫视,http://centos.lzhenyang.cn:4000/udp/239.77.1.141:5146

天津卫视,http://centos.lzhenyang.cn:4000/udp/239.77.1.182:5146

天津卫视,http://centos.lzhenyang.cn:4000/udp/239.77.0.97:5146

天津卫视,http://centos.lzhenyang.cn:4000/udp/239.77.0.131:5146

天津卫视,http://dl.mxsa.cc:4000/udp/239.77.1.141:5146

天津卫视,http://dl.mxsa.cc:4000/udp/239.77.1.182:5146

天津卫视,http://dl.mxsa.cc:4000/udp/239.77.0.97:5146

天津卫视,http://dl.mxsa.cc:4000/udp/239.77.0.131:5146

天津卫视,http://szzb123ok.9966.org:9098/udp/239.77.1.141:5146

天津卫视,http://szzb123ok.9966.org:9098/udp/239.77.1.182:5146

天津卫视,http://szzb123ok.9966.org:9098/udp/239.77.0.97:5146

天津卫视,http://szzb123ok.9966.org:9098/udp/239.77.0.131:5146

天津卫视,http://hexinyi.tpddns.cn:10000/udp/239.77.1.141:5146

天津卫视,http://hexinyi.tpddns.cn:10000/udp/239.77.1.182:5146

天津卫视,http://hexinyi.tpddns.cn:10000/udp/239.77.0.97:5146

天津卫视,http://hexinyi.tpddns.cn:10000/udp/239.77.0.131:5146

天津卫视,http://ik.lzhenyang.cn:4000/udp/239.77.1.141:5146

天津卫视,http://ik.lzhenyang.cn:4000/udp/239.77.1.182:5146

天津卫视,http://ik.lzhenyang.cn:4000/udp/239.77.0.97:5146

天津卫视,http://ik.lzhenyang.cn:4000/udp/239.77.0.131:5146

天津卫视,http://hexinyi.tpddns.cn:9999/udp/239.77.1.141:5146

天津卫视,http://hexinyi.tpddns.cn:9999/udp/239.77.1.182:5146

天津卫视,http://hexinyi.tpddns.cn:9999/udp/239.77.0.97:5146

天津卫视,http://hexinyi.tpddns.cn:9999/udp/239.77.0.131:5146

天津卫视,http://zhangyi.longmusic.com:9999/udp/239.77.1.141:5146

天津卫视,http://zhangyi.longmusic.com:9999/udp/239.77.1.182:5146

天津卫视,http://zhangyi.longmusic.com:9999/udp/239.77.0.97:5146

天津卫视,http://zhangyi.longmusic.com:9999/udp/239.77.0.131:5146

天津卫视,http://yhj9.myqnapcloud.com:8686/udp/239.77.1.141:5146

天津卫视,http://yhj9.myqnapcloud.com:8686/udp/239.77.1.182:5146

天津卫视,http://yhj9.myqnapcloud.com:8686/udp/239.77.0.97:5146

天津卫视,http://yhj9.myqnapcloud.com:8686/udp/239.77.0.131:5146

天津卫视,http://haishanzcy.synology.me:4000/udp/239.77.1.141:5146

天津卫视,http://haishanzcy.synology.me:4000/udp/239.77.1.182:5146

天津卫视,http://haishanzcy.synology.me:4000/udp/239.77.0.97:5146

天津卫视,http://haishanzcy.synology.me:4000/udp/239.77.0.131:5146

天津卫视,http://120.234.5.28:6000/udp/239.20.0.89:3044

天津卫视,http://120.234.5.28:6000/udp/239.20.0.171:2140

天津卫视,http://120.237.204.54:7000/udp/239.20.0.89:3044

天津卫视,http://120.237.204.54:7000/udp/239.20.0.171:2140

天津卫视,http://203.88.36.232:55555/udp/239.20.0.89:3044

天津卫视,http://203.88.36.232:55555/udp/239.20.0.171:2140

天津卫视,http://183.236.154.137:8605/udp/239.10.0.55:1025

天津卫视,http://183.236.154.137:8605/udp/239.10.0.181:1025

天津卫视,http://58.253.15.17:8888/udp/239.0.1.89:1234

天津卫视,http://nas.jc-hqp.cn:9999/rtp/233.50.201.104:5140

天津卫视,http://sss918.synology.me:8000/rtp/233.50.200.104:5140

天津卫视,http://sss918.synology.me:8000/rtp/233.50.200.98:5140

天津卫视,http://sss918.synology.me:8000/rtp/233.50.201.104:5140

天津卫视,http://sss918.synology.me:8000/rtp/233.50.201.47:5140

天津卫视,http://www.hjb.mba:8889/rtp/239.93.0.167:5140

天津卫视,http://nas.caobonline.com:5555/rtp/239.93.0.167:5140

天津卫视,http://www.xcarchain.com:8888/udp/239.93.0.167:5140

天津卫视,http://frpc.kang-xp.giize.com:5555/udp/239.93.0.167:5140

天津卫视,http://yuzhe.ltd:5555/udp/239.93.0.167:5140

天津卫视,http://njepc.x3322.net:4000/udp/239.93.12.167:5140

天津卫视,http://117.176.241.206:4022/udp/239.11.0.123:5140

天津卫视,http://home.await.moe:30000/udp/239.3.1.141:1234

天津卫视,http://magoo.love:7777/udp/239.3.1.141:1234

天津卫视,http://magoo.fun:7777/udp/239.3.1.141:1234

天津卫视,http://webmail.axxe.top:4022/udp/239.3.1.141:1234

天津卫视,http://www.zzmd.fun:8888/udp/239.3.1.141:1234

天津卫视,http://damaohome.top:17777/udp/225.1.8.48:8044

天津卫视,http://damaohome.top:17777/udp/225.1.8.136:8144

天津卫视,http://mccx.cc:18888/udp/225.1.8.48:8044

天津卫视,http://mccx.cc:18888/udp/225.1.8.136:8144

天津卫视,http://omnix.cn:4000/udp/225.1.8.48:8044

天津卫视,http://omnix.cn:4000/udp/225.1.8.136:8144

天津卫视,http://www.omnix.cn:4000/udp/225.1.8.48:8044

天津卫视,http://www.omnix.cn:4000/udp/225.1.8.136:8144

天津卫视,http://chen2804.synology.me:8888/udp/225.1.8.48:8044

天津卫视,http://chen2804.synology.me:8888/udp/225.1.8.136:8144

天津卫视,http://120.244.86.189:9999/udp/228.1.1.15:1234

天津卫视,http://www.ogrehq.com:4022/rtp/228.1.1.15:1234

天津卫视,http://nxlj.cn:1688/udp/239.45.1.124:5140

天津卫视,http://nxlj.cn:1688/udp/239.45.1.226:5140

天津卫视,http://rance.eicp.net:9981/udp/239.45.1.124:5140

天津卫视,http://rance.eicp.net:9981/udp/239.45.1.226:5140

天津卫视,http://www.jflying0505.top:8888/udp/239.45.1.124:5140

天津卫视,http://www.jflying0505.top:8888/udp/239.45.1.226:5140

天津卫视,http://home.qingyuga.me:8888/udp/239.45.1.124:5140

天津卫视,http://home.qingyuga.me:8888/udp/239.45.1.226:5140

天津卫视,http://home.nuaa.sh.cn:4000/udp/239.45.1.124:5140

天津卫视,http://home.nuaa.sh.cn:4000/udp/239.45.1.226:5140

天津卫视,http://www.17888.fun:10000/udp/239.45.1.124:5140

天津卫视,http://www.17888.fun:10000/udp/239.45.1.226:5140

天津卫视,http://www.ketsusi.com:8822/udp/239.45.1.124:5140

天津卫视,http://www.ketsusi.com:8822/udp/239.45.1.226:5140

天津卫视,http://h.berr.cn:3000/udp/225.0.0.59:6140

天津卫视,http://223.167.77.105:4022/rtp/239.45.1.124:5140

天津卫视,http://223.167.77.105:4022/rtp/239.45.1.226:5140

天津卫视,http://223.167.77.105:4022/rtp/239.45.3.168:5140

天津卫视,http://223.167.134.73:8000/rtp/239.45.1.124:5140

天津卫视,http://223.167.134.73:8000/rtp/239.45.1.226:5140

天津卫视,http://223.167.134.73:8000/rtp/239.45.3.168:5140

天津卫视,http://a.5iu.xyz:10000/udp/239.255.30.67:8231

天津卫视,http://tv.enlen.vip:4022/udp/239.200.200.39:8220

天津卫视,http://tv.enlen.vip:4022/udp/239.200.200.69:1234

天津卫视,http://enlen.vip:4022/udp/239.200.200.39:8220

天津卫视,http://enlen.vip:4022/udp/239.200.200.69:1234

天津卫视,http://jx.enlen.vip:4022/udp/239.200.200.39:8220

天津卫视,http://jx.enlen.vip:4022/udp/239.200.200.69:1234

天津卫视,http://www.akw323.com:9527/rtp/238.255.2.99:5999

天津卫视,http://plex.home.yulei.online:9999/rtp/226.0.2.148:9096

天津卫视,http://plex.home.yulei.online:9999/rtp/226.0.2.56:8360

天津卫视,http://110.179.81.140:8082/udp/239.1.1.46:8046

天津卫视,http://1.70.32.10:8085/rtp/239.1.1.46:8046

天津卫视,http://1.70.34.196:8085/udp/239.1.1.46:8046

天津卫视,http://cqtv.jaybin.eu.org:4022/udp/235.254.198.67:1544

天津卫视,http://cqtv.jaybin.eu.org:4022/udp/235.254.199.67:7980

天津卫视,http://cq6.xeace.top:20002/udp/235.254.198.67:1544

天津卫视,http://cq6.xeace.top:20002/udp/235.254.199.67:7980

天津卫视,http://y0310520.com:8888/udp/235.254.198.67:1544
